as_of,skladowa,faza,symbol,kierunek,data_wejscia,cena_wejscia,cena_biezaca,planowane_wyjscie,dzwignia,waga,k,wielkosc_proc_kapitalu,depozyt_proc_kapitalu,zwrot_biezacy_proc,przed_startem
2026-09-25,trend,6,HYPEUSDT,long,2026-09-20,93.657,92.368,2026-09-27,2.0,0.0033075558523036927,0.5699873952881126,0.1885265145024535,0.09426325725122675,-1.37629862156593,True
2026-09-25,trend,6,LINKUSDT,long,2026-09-20,12.514,13.924,2026-09-27,2.0,0.004307745244460943,0.5699873952881126,0.24553604914550464,0.12276802457275232,11.26738053380214,True
2026-09-25,trend,6,PUMPUSDT,short,2026-09-20,0.004227,0.004194,2026-09-27,2.0,-0.0021452061239369603,0.5699873952881126,0.12227404509389361,0.061137022546946806,0.7806955287437911,True
2026-09-25,trend,6,SOLUSDT,long,2026-09-20,111.09,122.1,2026-09-27,2.0,0.004567661692936384,0.5699873952881126,0.26035095909141004,0.13017547954570502,9.910883067782873,True
2026-09-25,trend,6,SUIUSDT,long,2026-09-20,0.8969,1.1943,2026-09-27,2.0,0.0037649357348023904,0.5699873952881126,0.21459659129071507,0.10729829564535753,33.15865759839445,True
2026-09-25,trend,6,TRUMPUSDT,short,2026-09-20,2.068,2.122,2026-09-27,2.0,-0.0024798164059637766,0.5699873952881126,0.1413464094028022,0.0706732047014011,-2.6112185686653744,True
2026-09-25,trend,6,TUTUSDT,short,2026-09-20,0.02177,0.026,2026-09-27,2.0,-0.0006676387330177809,0.5699873952881126,0.038054566242626056,0.019027283121313028,-19.43040881947633,True
2026-09-25,trend,6,XRPUSDT,short,2026-09-20,1.4099,1.5677,2026-09-27,2.0,-0.004095406497971864,0.5699873952881126,0.23343300824249935,0.11671650412124968,-11.192283140648286,True
2026-09-25,trend,6,ZECUSDT,long,2026-09-20,1508.75,1555.2,2026-09-27,2.0,0.0019790692668932054,0.5699873952881126,0.11280445365312126,0.05640222682656063,3.0787075393537755,True
2026-09-25,x1,0,ACEUSDT,short,2026-09-21,0.17363,0.1944,2026-09-28,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-11.962218510626045,True
2026-09-25,x1,0,AKEUSDT,long,2026-09-21,0.057786,0.032779,2026-09-28,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-43.2751877617416,True
2026-09-25,x1,0,BTWUSDT,long,2026-09-21,0.8003,1.3154,2026-09-28,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,64.36336373859801,True
2026-09-25,x1,0,CYSUSDT,short,2026-09-21,0.155,0.1854,2026-09-28,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-19.612903225806466,True
2026-09-25,x1,0,ENAUSDT,long,2026-09-21,0.21267,0.26801,2026-09-28,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,26.021535712606394,True
2026-09-25,x1,0,PUMPUSDT,short,2026-09-21,0.004375,0.004194,2026-09-28,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,4.137142857142873,True
2026-09-25,x1,0,SUIUSDT,long,2026-09-21,1.0426,1.1943,2026-09-28,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,14.55016305390371,True
2026-09-25,x1,0,TRUMPUSDT,short,2026-09-21,2.185,2.122,2026-09-28,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,2.8832951945080176,True
2026-09-25,x1,0,TUTUSDT,short,2026-09-21,0.02274,0.026,2026-09-28,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-14.335971855760764,True
2026-09-25,x1,0,ZECUSDT,long,2026-09-21,1470.95,1555.2,2026-09-28,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,5.727591012610889,True
2026-09-25,x1,1,ACEUSDT,short,2026-09-22,0.17416,0.1944,2026-09-29,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-11.621497473587494,True
2026-09-25,x1,1,AKEUSDT,long,2026-09-22,0.050941,0.032779,2026-09-29,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-35.65301034530142,True
2026-09-25,x1,1,BTWUSDT,long,2026-09-22,0.8994,1.3154,2026-09-29,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,46.25305759395151,True
2026-09-25,x1,1,CYSUSDT,short,2026-09-22,0.1768,0.1854,2026-09-29,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-4.864253393665163,True
2026-09-25,x1,1,ENAUSDT,long,2026-09-22,0.21653,0.26801,2026-09-29,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,23.77499653627675,True
2026-09-25,x1,1,PUMPUSDT,short,2026-09-22,0.004484,0.004194,2026-09-29,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,6.467439785905449,True
2026-09-25,x1,1,SUIUSDT,long,2026-09-22,1.0233,1.1943,2026-09-29,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,16.710642040457337,True
2026-09-25,x1,1,TRUMPUSDT,short,2026-09-22,2.246,2.122,2026-09-29,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,5.520926090828149,True
2026-09-25,x1,1,TUTUSDT,short,2026-09-22,0.02618,0.026,2026-09-29,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,0.6875477463712754,True
2026-09-25,x1,1,ZECUSDT,long,2026-09-22,1629.94,1555.2,2026-09-29,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-4.585444863001098,True
2026-09-25,x1,2,ACEUSDT,short,2026-09-23,0.1834,0.1944,2026-09-30,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-5.997818974918201,True
2026-09-25,x1,2,AKEUSDT,long,2026-09-23,0.043341,0.032779,2026-09-30,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-24.36953462079785,True
2026-09-25,x1,2,BTWUSDT,long,2026-09-23,1.0379,1.3154,2026-09-30,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,26.736679834280743,True
2026-09-25,x1,2,CYSUSDT,short,2026-09-23,0.1701,0.1854,2026-09-30,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-8.994708994709,True
2026-09-25,x1,2,ENAUSDT,long,2026-09-23,0.20601,0.26801,2026-09-30,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,30.095626425901667,True
2026-09-25,x1,2,PUMPUSDT,short,2026-09-23,0.004002,0.004194,2026-09-30,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-4.797601199400292,True
2026-09-25,x1,2,SUIUSDT,long,2026-09-23,0.9595,1.1943,2026-09-30,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,24.47107868681604,True
2026-09-25,x1,2,TRUMPUSDT,short,2026-09-23,1.963,2.122,2026-09-30,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-8.09984717269485,True
2026-09-25,x1,2,TUTUSDT,short,2026-09-23,0.02469,0.026,2026-09-30,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-5.305791818550021,True
2026-09-25,x1,2,ZECUSDT,long,2026-09-23,1498.0,1555.2,2026-09-30,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,3.818424566088119,True
2026-09-25,x1,3,ACEUSDT,short,2026-09-24,0.18761,0.1944,2026-10-01,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-3.6192100634294455,False
2026-09-25,x1,3,AKEUSDT,long,2026-09-24,0.035753,0.032779,2026-10-01,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-8.31818308953094,False
2026-09-25,x1,3,BTWUSDT,long,2026-09-24,0.9533,1.3154,2026-10-01,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,37.983845589006606,False
2026-09-25,x1,3,CYSUSDT,short,2026-09-24,0.1844,0.1854,2026-10-01,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-0.5422993492407713,False
2026-09-25,x1,3,ENAUSDT,long,2026-09-24,0.22455,0.26801,2026-10-01,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,19.354264083723006,False
2026-09-25,x1,3,PUMPUSDT,short,2026-09-24,0.003848,0.004194,2026-10-01,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-8.991683991683995,False
2026-09-25,x1,3,SUIUSDT,long,2026-09-24,1.0137,1.1943,2026-10-01,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,17.81592187037584,False
2026-09-25,x1,3,TRUMPUSDT,short,2026-09-24,2.075,2.122,2026-10-01,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-2.2650602409638454,False
2026-09-25,x1,3,TUTUSDT,short,2026-09-24,0.02716,0.026,2026-10-01,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,4.270986745213556,False
2026-09-25,x1,3,ZECUSDT,long,2026-09-24,1545.73,1555.2,2026-10-01,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,0.6126555090474994,False
2026-09-25,x1,4,ACEUSDT,short,2026-09-25,0.1944,0.1944,2026-10-02,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-0.0,False
2026-09-25,x1,4,AKEUSDT,long,2026-09-25,0.032779,0.032779,2026-10-02,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,0.0,False
2026-09-25,x1,4,BTWUSDT,long,2026-09-25,1.3154,1.3154,2026-10-02,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,0.0,False
2026-09-25,x1,4,CYSUSDT,short,2026-09-25,0.1854,0.1854,2026-10-02,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-0.0,False
2026-09-25,x1,4,ENAUSDT,long,2026-09-25,0.26801,0.26801,2026-10-02,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,0.0,False
2026-09-25,x1,4,PUMPUSDT,short,2026-09-25,0.004194,0.004194,2026-10-02,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-0.0,False
2026-09-25,x1,4,SUIUSDT,long,2026-09-25,1.1943,1.1943,2026-10-02,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,0.0,False
2026-09-25,x1,4,TRUMPUSDT,short,2026-09-25,2.122,2.122,2026-10-02,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-0.0,False
2026-09-25,x1,4,TUTUSDT,short,2026-09-25,0.026,0.026,2026-10-02,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-0.0,False
2026-09-25,x1,4,ZECUSDT,long,2026-09-25,1555.2,1555.2,2026-10-02,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,0.0,False
2026-09-25,x1,5,ACEUSDT,short,2026-09-19,0.15482,0.1944,2026-09-26,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-25.565172458338694,True
2026-09-25,x1,5,AKEUSDT,long,2026-09-19,0.064543,0.032779,2026-09-26,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-49.21370249291171,True
2026-09-25,x1,5,BTWUSDT,long,2026-09-19,0.5909,1.3154,2026-09-26,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,122.60957860890164,True
2026-09-25,x1,5,CYSUSDT,short,2026-09-19,0.1492,0.1854,2026-09-26,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-24.262734584450406,True
2026-09-25,x1,5,ENAUSDT,long,2026-09-19,0.20434,0.26801,2026-09-26,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,31.158852892238453,True
2026-09-25,x1,5,PUMPUSDT,short,2026-09-19,0.004253,0.004194,2026-09-26,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,1.3872560545497348,True
2026-09-25,x1,5,SOLUSDT,long,2026-09-19,111.04,122.1,2026-09-26,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,9.960374639769443,True
2026-09-25,x1,5,TRUMPUSDT,short,2026-09-19,2.099,2.122,2026-09-26,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-1.0957598856598194,True
2026-09-25,x1,5,TUTUSDT,short,2026-09-19,0.02149,0.026,2026-09-26,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-20.9865053513262,True
2026-09-25,x1,5,ZECUSDT,long,2026-09-19,1470.71,1555.2,2026-09-26,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,5.744844326889731,True
2026-09-25,x1,6,ACEUSDT,short,2026-09-20,0.15902,0.1944,2026-09-27,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-22.248773739152305,True
2026-09-25,x1,6,AKEUSDT,long,2026-09-20,0.058571,0.032779,2026-09-27,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-44.03544416178654,True
2026-09-25,x1,6,BTWUSDT,long,2026-09-20,0.7486,1.3154,2026-09-27,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,75.71466737910764,True
2026-09-25,x1,6,CYSUSDT,short,2026-09-20,0.1525,0.1854,2026-09-27,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-21.57377049180329,True
2026-09-25,x1,6,ENAUSDT,long,2026-09-20,0.21684,0.26801,2026-09-27,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,23.598044641210116,True
2026-09-25,x1,6,PUMPUSDT,short,2026-09-20,0.004227,0.004194,2026-09-27,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,0.7806955287437911,True
2026-09-25,x1,6,SOLUSDT,long,2026-09-20,111.09,122.1,2026-09-27,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,9.910883067782873,True
2026-09-25,x1,6,TRUMPUSDT,short,2026-09-20,2.068,2.122,2026-09-27,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-2.6112185686653744,True
2026-09-25,x1,6,TUTUSDT,short,2026-09-20,0.02177,0.026,2026-09-27,1.0,-0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,-19.43040881947633,True
2026-09-25,x1,6,ZECUSDT,long,2026-09-20,1508.75,1555.2,2026-09-27,1.0,0.014285714285714287,1.0,1.4285714285714286,1.4285714285714286,3.0787075393537755,True
